Time (Days) ,Brightness (solar luminosities) ,Brightness uncertainty (solar luminosities)
22126.14206 ,                    10.92907951 ,1.4E-4
22126.19329 ,                    10.92911962 ,1.3E-4
22126.24451 ,                    10.92921230 ,1.3E-4
22126.29574 ,                    10.92911991 ,1.2E-4
22126.34697 ,                    10.92888507 ,1.2E-4
22126.39820 ,                    10.92918598 ,1.2E-4
22126.44943 ,                    10.92929951 ,1.2E-4
22126.50066 ,                    10.92918140 ,1.3E-4
22126.55189 ,                    10.92904369 ,1.4E-4
22126.60312 ,                    10.92917328 ,1.4E-4
22126.65434 ,                    10.92898802 ,1.4E-4
22126.70557 ,                    10.92925780 ,1.3E-4
22126.75680 ,                    10.92928179 ,1.3E-4
22126.80803 ,                    10.92918044 ,1.4E-4
22126.85926 ,                    10.92911368 ,1.4E-4
22126.91049 ,                    10.92901828 ,1.3E-4
22126.96172 ,                    10.92918452 ,1.2E-4
22127.01295 ,                    10.92920801 ,1.3E-4
22127.06417 ,                    10.92951329 ,1.4E-4
22127.11540 ,                    10.92904031 ,1.3E-4
22127.16663 ,                    10.92923228 ,1.2E-4
22127.21786 ,                    10.92924958 ,1.4E-4
22127.26909 ,                    10.92903327 ,1.3E-4
22127.32032 ,                    10.92921904 ,1.4E-4
22127.37155 ,                    10.92891613 ,1.4E-4
22127.42277 ,                    10.92921336 ,1.4E-4
22127.47400 ,                    10.92918171 ,1.2E-4
22127.52523 ,                    10.92925511 ,1.2E-4
22127.57646 ,                    10.92910106 ,1.2E-4
22127.62769 ,                    10.92920313 ,1.2E-4
22127.67892 ,                    10.92941121 ,1.4E-4
22127.73015 ,                    10.92918023 ,1.3E-4
22127.78138 ,                    10.92909819 ,1.5E-4
22161.03757 ,                    10.92909216 ,1.3E-4
22161.06308 ,                    10.92926433 ,1.4E-4
22161.08858 ,                    10.92911673 ,1.4E-4
22161.11409 ,                    10.92918769 ,1.3E-4
22161.13960 ,                    10.92922241 ,1.3E-4
22161.16510 ,                    10.92915180 ,1.3E-4
22161.19061 ,                    10.92901178 ,1.2E-4
22161.21612 ,                    10.92925965 ,1.3E-4
22161.24162 ,                    10.92930079 ,1.2E-4
22161.26713 ,                    10.92906708 ,1.3E-4
22161.29264 ,                    10.92902149 ,1.3E-4
22161.31814 ,                    10.92910079 ,1.4E-4
22161.34365 ,                    10.92913684 ,1.3E-4
22161.36916 ,                    10.92889675 ,1.4E-4
22161.39466 ,                    10.92908992 ,1.3E-4
22161.42017 ,                    10.92888026 ,1.3E-4
22161.44568 ,                    10.92926470 ,1.4E-4
22161.47119 ,                    10.92896790 ,1.3E-4
22161.49669 ,                    10.92924653 ,1.3E-4
22161.52220 ,                    10.92892275 ,1.2E-4
22161.54771 ,                    10.92904363 ,1.2E-4
22161.57321 ,                    10.92933069 ,1.4E-4
22161.59872 ,                    10.92917318 ,1.3E-4
22161.62423 ,                    10.92914338 ,1.4E-4
22161.64973 ,                    10.92913410 ,1.4E-4
22161.67524 ,                    10.92916213 ,1.3E-4
22161.70075 ,                    10.92908318 ,1.4E-4
22161.72625 ,                    10.92923352 ,1.2E-4
22161.75176 ,                    10.92900733 ,1.2E-4
22161.77727 ,                    10.92920002 ,1.4E-4
22161.80277 ,                    10.92916055 ,1.3E-4
22161.82828 ,                    10.92917359 ,1.2E-4
22161.85379 ,                    10.92925501 ,1.2E-4
22161.87929 ,                    10.92912881 ,1.4E-4
22161.90480 ,                    10.92923821 ,1.3E-4
22161.93031 ,                    10.92904207 ,1.2E-4
22161.95581 ,                    10.92885112 ,1.3E-4
22161.98132 ,                    10.92912860 ,1.3E-4
22162.00683 ,                    10.92905035 ,1.3E-4
22162.03233 ,                    10.92890813 ,1.3E-4
22162.05784 ,                    10.92927510 ,1.3E-4
22162.08335 ,                    10.92898698 ,1.3E-4
22162.10885 ,                    10.92893866 ,1.3E-4
22162.13436 ,                    10.92917385 ,1.2E-4
22162.15987 ,                    10.92922255 ,1.3E-4
22162.18537 ,                    10.92894359 ,1.3E-4
22162.21088 ,                    10.92917963 ,1.3E-4
22162.23639 ,                    10.92924893 ,1.4E-4
22162.26189 ,                    10.92940480 ,1.3E-4
22162.28740 ,                    10.92911744 ,1.4E-4
22162.31291 ,                    10.92913395 ,1.3E-4
22162.33841 ,                    10.92916538 ,1.3E-4
22162.36392 ,                    10.92906485 ,1.4E-4
22162.38943 ,                    10.92900241 ,1.3E-4
22162.41493 ,                    10.92911294 ,1.3E-4
22162.44044 ,                    10.92925299 ,1.4E-4
22162.46595 ,                    10.92921584 ,1.4E-4
22162.49145 ,                    10.92892057 ,1.4E-4
22162.51696 ,                    10.92910456 ,1.2E-4
22162.54247 ,                    10.92904800 ,1.4E-4
22162.56797 ,                    10.92901218 ,1.3E-4
22162.59348 ,                    10.92925780 ,1.3E-4
22162.61899 ,                    10.92910162 ,1.4E-4
22162.64449 ,                    10.92918878 ,1.2E-4
22162.67000 ,                    10.92907982 ,1.4E-4
22162.69551 ,                    10.92917776 ,1.4E-4
22162.72101 ,                    10.92903123 ,1.3E-4
22162.74652 ,                    10.92932252 ,1.2E-4
22162.77203 ,                    10.92911188 ,1.4E-4
22162.79753 ,                    10.92929767 ,1.3E-4
22162.82304 ,                    10.92888489 ,1.3E-4
22162.84855 ,                    10.92926205 ,1.3E-4
22162.87405 ,                    10.92921243 ,1.4E-4
22162.89956 ,                    10.92915646 ,1.3E-4
22162.92507 ,                    10.92915256 ,1.4E-4
22162.95058 ,                    10.92944498 ,1.4E-4
22162.97608 ,                    10.92905846 ,1.3E-4
22163.00159 ,                    10.92930222 ,1.2E-4
22163.02710 ,                    10.92900274 ,1.4E-4
22163.05260 ,                    10.92914978 ,1.3E-4
22163.07811 ,                    10.92916368 ,1.2E-4
22163.10362 ,                    10.92906927 ,1.2E-4
22163.12912 ,                    10.92911114 ,1.2E-4
22163.15463 ,                    10.92907944 ,1.4E-4
22163.18014 ,                    10.92912148 ,1.3E-4
22163.20564 ,                    10.92914206 ,1.3E-4
22163.23115 ,                    10.92928921 ,1.2E-4
22163.25666 ,                    10.92908208 ,1.3E-4
22163.28216 ,                    10.92929748 ,1.3E-4
22163.30767 ,                    10.92925511 ,1.3E-4
22163.33318 ,                    10.92915299 ,1.3E-4
22163.35868 ,                    10.92919075 ,1.4E-4
22163.38419 ,                    10.92905359 ,1.4E-4
22163.40970 ,                    10.92918901 ,1.4E-4
22163.43520 ,                    10.92893722 ,1.4E-4
22163.46071 ,                    10.92908646 ,1.4E-4
22163.48622 ,                    10.92927014 ,1.4E-4
22163.51172 ,                    10.92904109 ,1.4E-4
22163.53723 ,                    10.92906744 ,1.4E-4
22163.56274 ,                    10.92899121 ,1.4E-4
22163.58824 ,                    10.92908003 ,1.2E-4
22163.61375 ,                    10.92904078 ,1.4E-4
22163.63926 ,                    10.92918513 ,1.4E-4
22163.66476 ,                    10.92920300 ,1.4E-4
22163.69027 ,                    10.92916636 ,1.4E-4
22163.71578 ,                    10.92926795 ,1.3E-4
22163.74128 ,                    10.92919289 ,1.4E-4
22163.76679 ,                    10.92918018 ,1.3E-4
22163.79230 ,                    10.92917619 ,1.3E-4
22163.81780 ,                    10.92900456 ,1.2E-4
22163.84331 ,                    10.92911233 ,1.2E-4
22163.86882 ,                    10.92925181 ,1.2E-4
22163.89432 ,                    10.92903369 ,1.3E-4
22163.91983 ,                    10.92937172 ,1.4E-4
22163.94534 ,                    10.92916336 ,1.3E-4
22163.97084 ,                    10.92909251 ,1.3E-4
22163.99635 ,                    10.92906039 ,1.4E-4
22164.02186 ,                    10.92902419 ,1.4E-4
22164.04736 ,                    10.92906442 ,1.3E-4
22164.07287 ,                    10.92896412 ,1.2E-4
22211.18097 ,                    10.92913353 ,1.3E-4
22211.20647 ,                    10.92899819 ,1.4E-4
22211.23198 ,                    10.92907270 ,1.2E-4
22211.25749 ,                    10.92911062 ,1.2E-4
22211.28299 ,                    10.92933627 ,1.4E-4
22211.30850 ,                    10.92931013 ,1.2E-4
22211.33401 ,                    10.92912528 ,1.3E-4
22211.35951 ,                    10.92904283 ,1.4E-4
22211.38502 ,                    10.92927364 ,1.4E-4
22211.41053 ,                    10.92925677 ,1.3E-4
22211.43603 ,                    10.92909711 ,1.3E-4
22211.46154 ,                    10.92905257 ,1.4E-4
22211.48705 ,                    10.92914253 ,1.2E-4
22211.51255 ,                    10.92900596 ,1.2E-4
22211.53806 ,                    10.92885669 ,1.4E-4
22211.56357 ,                    10.92915528 ,1.2E-4
22211.58907 ,                    10.92903270 ,1.3E-4
22211.61458 ,                    10.92917632 ,1.3E-4
22211.64009 ,                    10.92926770 ,1.4E-4
22211.66559 ,                    10.92919060 ,1.3E-4
22211.69110 ,                    10.92896292 ,1.2E-4
22211.71661 ,                    10.92913011 ,1.4E-4
22211.74211 ,                    10.92919960 ,1.4E-4
22211.76762 ,                    10.92924907 ,1.2E-4
22211.79313 ,                    10.92929068 ,1.2E-4
22211.81863 ,                    10.92914562 ,1.3E-4
22211.84414 ,                    10.92885654 ,1.4E-4
22211.86965 ,                    10.92914694 ,1.4E-4
22211.89515 ,                    10.92902257 ,1.2E-4
22211.92066 ,                    10.92922671 ,1.3E-4
22211.94617 ,                    10.92892983 ,1.3E-4
22211.97167 ,                    10.92913310 ,1.2E-4
22211.99718 ,                    10.92923503 ,1.3E-4
22212.02269 ,                    10.92934329 ,1.3E-4
22212.04819 ,                    10.92913059 ,1.4E-4
22212.07370 ,                    10.92916902 ,1.3E-4
22212.09921 ,                    10.92916222 ,1.4E-4
22212.12471 ,                    10.92902956 ,1.3E-4
22212.15022 ,                    10.92912008 ,1.4E-4
22212.17573 ,                    10.92925826 ,1.3E-4
22212.20123 ,                    10.92904309 ,1.2E-4
22212.22674 ,                    10.92914219 ,1.4E-4
22212.25225 ,                    10.92904818 ,1.2E-4
22212.27776 ,                    10.92913207 ,1.4E-4
22212.30326 ,                    10.92926170 ,1.3E-4
22212.32877 ,                    10.92899740 ,1.4E-4
22212.35428 ,                    10.92923682 ,1.2E-4
22212.37978 ,                    10.92931521 ,1.3E-4
22212.40529 ,                    10.92926169 ,1.2E-4
22212.43080 ,                    10.92897070 ,1.4E-4
22212.45630 ,                    10.92921460 ,1.2E-4
22212.48181 ,                    10.92908743 ,1.4E-4
22212.50732 ,                    10.92897344 ,1.3E-4
22212.53282 ,                    10.92910510 ,1.4E-4
22212.55833 ,                    10.92919433 ,1.2E-4
22212.58384 ,                    10.92912303 ,1.3E-4
22212.60934 ,                    10.92931656 ,1.3E-4
22212.63485 ,                    10.92904149 ,1.4E-4
22212.66036 ,                    10.92907164 ,1.4E-4
22212.68586 ,                    10.92925980 ,1.2E-4
22212.71137 ,                    10.92900304 ,1.3E-4
22212.73688 ,                    10.92909303 ,1.3E-4
22212.76238 ,                    10.92914242 ,1.4E-4
22212.78789 ,                    10.92916311 ,1.3E-4
22212.81340 ,                    10.92911250 ,1.3E-4
22212.83890 ,                    10.92914339 ,1.2E-4
22212.86441 ,                    10.92907915 ,1.2E-4
22212.88992 ,                    10.92905541 ,1.3E-4
22212.91542 ,                    10.92919945 ,1.3E-4
22212.94093 ,                    10.92911755 ,1.3E-4
22212.96644 ,                    10.92911562 ,1.3E-4
22212.99194 ,                    10.92923235 ,1.3E-4
22213.01745 ,                    10.92901156 ,1.3E-4
22213.04296 ,                    10.92905442 ,1.2E-4
22213.06846 ,                    10.92929048 ,1.2E-4
22213.09397 ,                    10.92895025 ,1.3E-4
22213.11948 ,                    10.92926069 ,1.3E-4
22213.14498 ,                    10.92899262 ,1.2E-4
22213.17049 ,                    10.92910712 ,1.2E-4
22213.19600 ,                    10.92899367 ,1.4E-4
22213.22150 ,                    10.92922778 ,1.4E-4
22213.24701 ,                    10.92904517 ,1.4E-4
22213.27252 ,                    10.92935440 ,1.2E-4
22213.29802 ,                    10.92904148 ,1.2E-4
22213.32353 ,                    10.92922563 ,1.3E-4
22213.34904 ,                    10.92935975 ,1.2E-4
22213.37454 ,                    10.92917684 ,1.4E-4
22213.40005 ,                    10.92927782 ,1.3E-4
22213.42556 ,                    10.92912164 ,1.2E-4
22213.45106 ,                    10.92888172 ,1.2E-4
22213.47657 ,                    10.92919001 ,1.3E-4
22213.50208 ,                    10.92905080 ,1.3E-4
22213.52758 ,                    10.92903802 ,1.4E-4
22213.55309 ,                    10.92905177 ,1.3E-4
22213.57860 ,                    10.92930453 ,1.2E-4
22213.60410 ,                    10.92917400 ,1.4E-4
22213.62961 ,                    10.92919805 ,1.2E-4
22213.65512 ,                    10.92916653 ,1.3E-4
22213.68062 ,                    10.92910783 ,1.2E-4
22213.70613 ,                    10.92924757 ,1.3E-4
22213.73164 ,                    10.92904901 ,1.4E-4
22213.75715 ,                    10.92913334 ,1.4E-4
22213.78265 ,                    10.92903878 ,1.3E-4
22213.80816 ,                    10.92911098 ,1.4E-4
22213.83367 ,                    10.92918897 ,1.2E-4
22213.85917 ,                    10.92903948 ,1.3E-4
22213.88468 ,                    10.92909657 ,1.3E-4
22213.91019 ,                    10.92923203 ,1.4E-4
22213.93569 ,                    10.92910834 ,1.4E-4
22213.96120 ,                    10.92886522 ,1.2E-4
22213.98671 ,                    10.92909433 ,1.3E-4
22214.01221 ,                    10.92921890 ,1.4E-4
22214.03772 ,                    10.92914207 ,1.3E-4
22214.06323 ,                    10.92922491 ,1.2E-4
22214.08873 ,                    10.92918970 ,1.2E-4
22214.11424 ,                    10.92913978 ,1.3E-4
22214.13975 ,                    10.92905875 ,1.4E-4
22214.16525 ,                    10.92940248 ,1.4E-4
22214.19076 ,                    10.92917433 ,1.2E-4
22214.21627 ,                    10.92903716 ,1.3E-4
22273.56945 ,                    10.92915998 ,1.4E-4
22498.55500 ,                    10.92937336 ,1.4E-4
22723.54055 ,                    10.92900133 ,1.3E-4
22948.52610 ,                    10.92937402 ,1.3E-4
23173.51165 ,                    10.92914788 ,1.2E-4
23398.49720 ,                    10.92902830 ,1.2E-4
23623.48274 ,                    10.92910993 ,1.4E-4
23848.46829 ,                    10.92917456 ,1.3E-4
24073.45384 ,                    10.92909855 ,1.4E-4
24112.94196 ,                    10.92906012 ,1.3E-4
24112.96747 ,                    10.92895991 ,1.3E-4
24112.99297 ,                    10.92905742 ,1.3E-4
24113.01848 ,                    10.92904363 ,1.2E-4
24113.04399 ,                    10.92915225 ,1.2E-4
24113.06949 ,                    10.92906638 ,1.2E-4
24113.09500 ,                    10.92920809 ,1.4E-4
24113.12051 ,                    10.92909867 ,1.4E-4
24113.14602 ,                    10.92898525 ,1.3E-4
24113.17152 ,                    10.92922900 ,1.4E-4
24113.19703 ,                    10.92906942 ,1.4E-4
24113.22254 ,                    10.92920401 ,1.4E-4
24113.24804 ,                    10.92922370 ,1.4E-4
24113.27355 ,                    10.92911272 ,1.4E-4
24113.29906 ,                    10.92912632 ,1.3E-4
24113.32456 ,                    10.92894933 ,1.3E-4
24113.35007 ,                    10.92905227 ,1.4E-4
24113.37558 ,                    10.92928804 ,1.3E-4
24113.40108 ,                    10.92911442 ,1.4E-4
24113.42659 ,                    10.92905335 ,1.2E-4
24113.45210 ,                    10.92917859 ,1.3E-4
24113.47760 ,                    10.92905113 ,1.2E-4
24113.50311 ,                    10.92927361 ,1.2E-4
24113.52862 ,                    10.92917772 ,1.2E-4
24113.55412 ,                    10.92916818 ,1.3E-4
24113.57963 ,                    10.92931583 ,1.3E-4
24113.60514 ,                    10.92926252 ,1.3E-4
24113.63064 ,                    10.92919522 ,1.4E-4
24113.65615 ,                    10.92913948 ,1.3E-4
24113.68166 ,                    10.92905122 ,1.2E-4
24113.70716 ,                    10.92930423 ,1.4E-4
24113.73267 ,                    10.92934611 ,1.2E-4
24113.75818 ,                    10.92932182 ,1.3E-4
24113.78368 ,                    10.92895617 ,1.4E-4
24113.80919 ,                    10.92899638 ,1.4E-4
24113.83470 ,                    10.92920520 ,1.2E-4
24113.86020 ,                    10.92897220 ,1.3E-4
24113.88571 ,                    10.92922207 ,1.4E-4
24113.91122 ,                    10.92915722 ,1.4E-4
24113.93672 ,                    10.92904051 ,1.4E-4
24113.96223 ,                    10.92930442 ,1.2E-4
24113.98774 ,                    10.92902813 ,1.2E-4
24114.01324 ,                    10.92907180 ,1.4E-4
24114.03875 ,                    10.92903504 ,1.4E-4
24114.06426 ,                    10.92929740 ,1.3E-4
24114.08976 ,                    10.92923042 ,1.4E-4
24114.11527 ,                    10.92906760 ,1.4E-4
24114.14078 ,                    10.92911957 ,1.2E-4
24114.16628 ,                    10.92916152 ,1.3E-4
24114.19179 ,                    10.92920392 ,1.3E-4
24114.21730 ,                    10.92902259 ,1.3E-4
24114.24280 ,                    10.92913019 ,1.2E-4
24114.26831 ,                    10.92896233 ,1.3E-4
24114.29382 ,                    10.92924107 ,1.2E-4
24114.31932 ,                    10.92932956 ,1.3E-4
24114.34483 ,                    10.92928064 ,1.3E-4
24114.37034 ,                    10.92915151 ,1.2E-4
24114.39584 ,                    10.92918818 ,1.4E-4
24114.42135 ,                    10.92916754 ,1.4E-4
24114.44686 ,                    10.92914619 ,1.3E-4
24114.47236 ,                    10.92904659 ,1.3E-4
24114.49787 ,                    10.92923352 ,1.3E-4
24114.52338 ,                    10.92917428 ,1.4E-4
24114.54888 ,                    10.92901939 ,1.4E-4
24114.57439 ,                    10.92925167 ,1.3E-4
24114.59990 ,                    10.92917260 ,1.3E-4
24114.62541 ,                    10.92908934 ,1.3E-4
24114.65091 ,                    10.92899580 ,1.2E-4
24114.67642 ,                    10.92917417 ,1.3E-4
24114.70193 ,                    10.92911416 ,1.4E-4
24114.72743 ,                    10.92924441 ,1.4E-4
24114.75294 ,                    10.92903512 ,1.2E-4
24114.77845 ,                    10.92922735 ,1.4E-4
24114.80395 ,                    10.92907520 ,1.3E-4
24114.82946 ,                    10.92912300 ,1.2E-4
24114.85497 ,                    10.92905962 ,1.2E-4
24114.88047 ,                    10.92925471 ,1.2E-4
24114.90598 ,                    10.92903915 ,1.4E-4
24114.93149 ,                    10.92931614 ,1.4E-4
24114.95699 ,                    10.92879259 ,1.2E-4
24114.98250 ,                    10.92913260 ,1.4E-4
24115.00801 ,                    10.92925274 ,1.4E-4
24115.03351 ,                    10.92914823 ,1.3E-4
24115.05902 ,                    10.92907142 ,1.4E-4
24115.08453 ,                    10.92917327 ,1.2E-4
24115.11003 ,                    10.92910620 ,1.4E-4
24115.13554 ,                    10.92910790 ,1.4E-4
24115.16105 ,                    10.92912302 ,1.4E-4
24115.18655 ,                    10.92885236 ,1.3E-4
24115.21206 ,                    10.92912312 ,1.2E-4
24115.23757 ,                    10.92912419 ,1.2E-4
24115.26307 ,                    10.92919754 ,1.2E-4
24115.28858 ,                    10.92923453 ,1.4E-4
24115.31409 ,                    10.92916688 ,1.3E-4
24115.33959 ,                    10.92924065 ,1.2E-4
24115.36510 ,                    10.92919895 ,1.3E-4
24115.39061 ,                    10.92935212 ,1.2E-4
24115.41611 ,                    10.92922994 ,1.4E-4
24115.44162 ,                    10.92908082 ,1.2E-4
24115.46713 ,                    10.92900658 ,1.2E-4
24115.49263 ,                    10.92917658 ,1.3E-4
24115.51814 ,                    10.92918104 ,1.3E-4
24115.54365 ,                    10.92915650 ,1.3E-4
24115.56915 ,                    10.92913584 ,1.2E-4
24115.59466 ,                    10.92918143 ,1.4E-4
24115.62017 ,                    10.92919454 ,1.3E-4
24115.64567 ,                    10.92913529 ,1.2E-4
24115.67118 ,                    10.92909367 ,1.4E-4
24115.69669 ,                    10.92911072 ,1.3E-4
24115.72219 ,                    10.92937028 ,1.3E-4
24115.74770 ,                    10.92925180 ,1.2E-4
24115.77321 ,                    10.92900624 ,1.3E-4
24115.79871 ,                    10.92896170 ,1.3E-4
24115.82422 ,                    10.92913595 ,1.4E-4
24115.84973 ,                    10.92904867 ,1.3E-4
24115.87523 ,                    10.92914544 ,1.3E-4
24115.90074 ,                    10.92898551 ,1.3E-4
24115.92625 ,                    10.92906277 ,1.3E-4
24115.95175 ,                    10.92904235 ,1.3E-4
24115.97726 ,                    10.92924165 ,1.2E-4
24298.43939 ,                    10.92930312 ,1.4E-4
24523.42494 ,                    10.92914595 ,1.4E-4
24748.41049 ,                    10.92894957 ,1.3E-4
24973.39604 ,                    10.92914856 ,1.4E-4
25194.33453 ,                    10.92911415 ,1.4E-4
25194.38576 ,                    10.92927112 ,1.3E-4
25194.43699 ,                    10.92906219 ,1.2E-4
25194.48821 ,                    10.92925861 ,1.3E-4
25194.53944 ,                    10.92922451 ,1.4E-4
25194.59067 ,                    10.92899379 ,1.4E-4
25194.64190 ,                    10.92915862 ,1.3E-4
25194.69313 ,                    10.92915743 ,1.3E-4
25194.74436 ,                    10.92928169 ,1.2E-4
25194.79559 ,                    10.92916553 ,1.2E-4
25194.84681 ,                    10.92925131 ,1.2E-4
25194.89804 ,                    10.92927769 ,1.4E-4
25194.94927 ,                    10.92925880 ,1.2E-4
25195.00050 ,                    10.92909876 ,1.4E-4
25195.05173 ,                    10.92910170 ,1.4E-4
25195.10296 ,                    10.92925448 ,1.2E-4
25195.15419 ,                    10.92906291 ,1.4E-4
25195.20542 ,                    10.92922428 ,1.2E-4
25195.25664 ,                    10.92914270 ,1.4E-4
25195.30787 ,                    10.92927705 ,1.4E-4
25195.35910 ,                    10.92928584 ,1.4E-4
25195.41033 ,                    10.92906734 ,1.3E-4
25195.46156 ,                    10.92858864 ,1.2E-4
25195.51279 ,                    10.92398444 ,1.4E-4
25195.56402 ,                    10.92195629 ,1.2E-4
25195.61525 ,                    10.92130177 ,1.3E-4
25195.66647 ,                    10.92078558 ,1.4E-4
25195.71770 ,                    10.92019195 ,1.4E-4
25195.76893 ,                    10.91994128 ,1.3E-4
25195.82016 ,                    10.91944651 ,1.2E-4
25195.87139 ,                    10.91917649 ,1.2E-4
25195.92262 ,                    10.91895728 ,1.2E-4
25195.97385 ,                    10.91874504 ,1.2E-4
25196.02507 ,                    10.91870888 ,1.2E-4
25196.07630 ,                    10.91849298 ,1.4E-4
25196.12753 ,                    10.91858825 ,1.2E-4
25196.17876 ,                    10.91835519 ,1.3E-4
25196.22999 ,                    10.91844377 ,1.3E-4
25196.28122 ,                    10.91834199 ,1.2E-4
25196.33245 ,                    10.91817798 ,1.3E-4
25196.38368 ,                    10.91827364 ,1.3E-4
25196.43490 ,                    10.91810012 ,1.4E-4
25196.48613 ,                    10.91838261 ,1.2E-4
25196.53736 ,                    10.91825080 ,1.4E-4
25196.58859 ,                    10.91842984 ,1.3E-4
25196.63982 ,                    10.91848936 ,1.4E-4
25196.69105 ,                    10.91872873 ,1.4E-4
25196.74228 ,                    10.91874959 ,1.3E-4
25196.79351 ,                    10.91883465 ,1.2E-4
25196.84473 ,                    10.91919899 ,1.2E-4
25196.89596 ,                    10.91958663 ,1.4E-4
25196.94719 ,                    10.91987154 ,1.2E-4
25196.99842 ,                    10.92030653 ,1.2E-4
25197.04965 ,                    10.92043445 ,1.3E-4
25197.10088 ,                    10.92104568 ,1.3E-4
25197.15211 ,                    10.92200576 ,1.3E-4
25197.20333 ,                    10.92402237 ,1.4E-4
25197.25456 ,                    10.92858433 ,1.2E-4
25197.30579 ,                    10.92905864 ,1.3E-4
25197.35702 ,                    10.92918891 ,1.3E-4
25197.40825 ,                    10.92919297 ,1.2E-4
25197.45948 ,                    10.92900879 ,1.4E-4
25197.51071 ,                    10.92906892 ,1.2E-4
25197.56194 ,                    10.92897237 ,1.4E-4
25197.61316 ,                    10.92917561 ,1.3E-4
25197.66439 ,                    10.92919995 ,1.4E-4
25197.71562 ,                    10.92904014 ,1.2E-4
25197.76685 ,                    10.92906412 ,1.3E-4
25197.81808 ,                    10.92905581 ,1.3E-4
25197.86931 ,                    10.92912851 ,1.3E-4
25197.92054 ,                    10.92903519 ,1.4E-4
25197.97177 ,                    10.92902972 ,1.2E-4
25198.02299 ,                    10.92901080 ,1.3E-4
25198.07422 ,                    10.92907621 ,1.4E-4
25198.12545 ,                    10.92907782 ,1.2E-4
25198.17668 ,                    10.92903895 ,1.2E-4
25198.22791 ,                    10.92898481 ,1.3E-4
25198.27914 ,                    10.92893888 ,1.4E-4
25198.33037 ,                    10.92936607 ,1.4E-4
25198.38159 ,                    10.92899056 ,1.4E-4
25198.38159 ,                    10.92918131 ,1.4E-4
